cod_distrito,año,area_inversion,total_invertido
5.0,2022,"Deportes, juventud y esparcimiento",1475117.3
5.0,2022,Educación,1934441.92
5.0,2022,Infraestructuras,20956215.1
5.0,2022,Inversiones de carácter general,1470314.02
5.0,2022,Mantenimiento urbano,11518375.96
5.0,2022,Medio ambiente,1593383.88
5.0,2022,Otros bienes públicos de carácter social,9041.12
5.0,2022,Protección Civil y seguridad ciudadana,6835090.82
5.0,2022,Protección y promoción social,338416.58
5.0,2022,Salud pública,1727.88
5.0,2022,Sectores productivos,3799.16
5.0,2022,Urbanismo,13820373.3
6.0,2012,Cultura,106051.66
6.0,2012,"Deportes, juventud y esparcimiento",983093.4
6.0,2012,Educación,651405.08
6.0,2012,Inversiones de carácter general,248773.6
6.0,2012,Mantenimiento urbano,2197200.84
6.0,2012,Otros bienes públicos de carácter social,126645.26
6.0,2012,Protección Civil y seguridad ciudadana,0.0
6.0,2012,Protección y promoción social,263803.5
6.0,2012,"Tráfico, estacionamiento y transporte público",71324.7
6.0,2012,Urbanismo,33237359.82
6.0,2013,Cultura,119374.36
6.0,2013,"Deportes, juventud y esparcimiento",1738960.66
6.0,2013,Educación,699531.88
6.0,2013,Inversiones de carácter general,112029.76
6.0,2013,Mantenimiento urbano,1221865.08
6.0,2013,Otros bienes públicos de carácter social,11220.62
6.0,2013,Protección Civil y seguridad ciudadana,5346.8
6.0,2013,Protección y promoción social,133432.24
6.0,2013,Salud pública,19452.08
6.0,2013,"Tráfico, estacionamiento y transporte público",137834.84
6.0,2013,Urbanismo,38170424.64
6.0,2014,Cultura,547059.7
6.0,2014,"Deportes, juventud y esparcimiento",889221.92
6.0,2014,Educación,644392.62
6.0,2014,Inversiones de carácter general,212986.46
6.0,2014,Mantenimiento urbano,576696.56
6.0,2014,Medio ambiente,85221.8
6.0,2014,Protección Civil y seguridad ciudadana,112691.14
6.0,2014,Protección y promoción social,502408.02
6.0,2014,Salud pública,15270.42
6.0,2014,"Tráfico, estacionamiento y transporte público",2128.18
6.0,2014,Urbanismo,14030225.8
6.0,2015,Cultura,503682.8
6.0,2015,"Deportes, juventud y esparcimiento",363818.14
6.0,2015,Educación,609522.94
6.0,2015,Inversiones de carácter general,359655.56
6.0,2015,Medio ambiente,414278.74
6.0,2015,Protección Civil y seguridad ciudadana,875143.04
6.0,2015,Protección y promoción social,548932.58
6.0,2015,Salud pública,27448.36
6.0,2015,Urbanismo,37561349.8
6.0,2016,Cultura,544986.9
6.0,2016,"Deportes, juventud y esparcimiento",1613195.44
6.0,2016,Educación,743697.66
6.0,2016,Inversiones de carácter general,30377.98
6.0,2016,Mantenimiento urbano,221788.04
6.0,2016,Medio ambiente,1037249.64
6.0,2016,Otros bienes públicos de carácter social,6763.52
6.0,2016,Protección Civil y seguridad ciudadana,109103.18
6.0,2016,Protección y promoción social,667780.94
6.0,2016,Salud pública,59437.78
6.0,2016,Urbanismo,64463047.14
6.0,2017,Cultura,149995.4
6.0,2017,"Deportes, juventud y esparcimiento",741568.28
6.0,2017,Educación,733663.62
6.0,2017,Inversiones de carácter general,144904.72
6.0,2017,Mantenimiento urbano,251917.8
6.0,2017,Medio ambiente,345421.98
6.0,2017,Otros bienes públicos de carácter social,132901.56
6.0,2017,Protección y promoción social,372732.82
6.0,2017,Salud pública,257869.6
6.0,2017,"Tráfico, estacionamiento y transporte público",0.0
6.0,2017,Urbanismo,53558748.48
6.0,2018,Cultura,1867392.86
6.0,2018,"Deportes, juventud y esparcimiento",2984011.34
6.0,2018,Educación,776515.68
6.0,2018,Inversiones de carácter general,256185.16
6.0,2018,Mantenimiento urbano,337276.12
6.0,2018,Medio ambiente,1367438.7
6.0,2018,Otros bienes públicos de carácter social,96247.32
6.0,2018,Protección Civil y seguridad ciudadana,151825.42
6.0,2018,Protección y promoción social,283417.22
6.0,2018,Salud pública,367315.84
6.0,2018,Urbanismo,17287326.3
6.0,2019,Cultura,845259.94
6.0,2019,"Deportes, juventud y esparcimiento",1813061.86
6.0,2019,Educación,495099.04
6.0,2019,Infraestructuras,27673.86
6.0,2019,Inversiones de carácter general,89159.28
6.0,2019,Mantenimiento urbano,963172.46
6.0,2019,Medio ambiente,1100308.48
6.0,2019,Otros bienes públicos de carácter social,1137319.58
6.0,2019,Protección Civil y seguridad ciudadana,1627772.18
6.0,2019,Protección y promoción social,301351.96
6.0,2019,Salud pública,113977.4
6.0,2019,Urbanismo,4226399.88
6.0,2020,Cultura,353524.66
6.0,2020,"Deportes, juventud y esparcimiento",8432665.9
6.0,2020,Educación,592952.08
6.0,2020,Inversiones de carácter general,221250.82
6.0,2020,Mantenimiento urbano,1363164.52
6.0,2020,Medio ambiente,630244.84
6.0,2020,Otros bienes públicos de carácter social,3672116.82
6.0,2020,Protección Civil y seguridad ciudadana,1021799.0
6.0,2020,Protección y promoción social,460747.46
6.0,2020,Salud pública,171736.28
6.0,2020,Urbanismo,1269629.68
6.0,2021,Cultura,372675.46
6.0,2021,"Deportes, juventud y esparcimiento",6587768.68
6.0,2021,Educación,1216154.68
6.0,2021,Inversiones de carácter general,70187.28
6.0,2021,Mantenimiento urbano,6203654.2
6.0,2021,Medio ambiente,162997.44
6.0,2021,Otros bienes públicos de carácter social,553200.46
6.0,2021,Protección Civil y seguridad ciudadana,7312.98
6.0,2021,Protección y promoción social,714747.06
6.0,2021,Salud pública,49588.18
6.0,2021,Urbanismo,1287318.38
6.0,2022,Cultura,808451.94
6.0,2022,"Deportes, juventud y esparcimiento",6631183.84
6.0,2022,Educación,1014874.32
6.0,2022,Infraestructuras,2663739.84
6.0,2022,Inversiones de carácter general,72158.96
6.0,2022,Mantenimiento urbano,10506830.56
6.0,2022,Medio ambiente,589441.14
6.0,2022,Otros bienes públicos de carácter social,6216.98
6.0,2022,Protección Civil y seguridad ciudadana,1106032.4
6.0,2022,Protección y promoción social,2223552.92
6.0,2022,Salud pública,147666.58
6.0,2022,Sectores productivos,13791.58
6.0,2022,"Tráfico, estacionamiento y transporte público",169781.38
6.0,2022,Urbanismo,22311916.92
7.0,2012,Cultura,33507.02
7.0,2012,"Deportes, juventud y esparcimiento",3194.4
7.0,2012,Educación,77534.02
7.0,2012,Inversiones de carácter general,7871.76
7.0,2012,Mantenimiento urbano,3643027.26
7.0,2012,Otros bienes públicos de carácter social,54782.82
7.0,2012,Protección y promoción social,85139.34
7.0,2012,"Tráfico, estacionamiento y transporte público",219280.34
7.0,2013,Cultura,259177.12
7.0,2013,Educación,629442.98
7.0,2013,Inversiones de carácter general,9189.46
7.0,2013,Mantenimiento urbano,1745898.24
7.0,2013,Otros bienes públicos de carácter social,5096.74
7.0,2013,Protección Civil y seguridad ciudadana,652335.08
7.0,2013,Protección y promoción social,292025.54
7.0,2013,"Tráfico, estacionamiento y transporte público",112778.78
7.0,2014,Cultura,426963.0
7.0,2014,"Deportes, juventud y esparcimiento",78900.78
7.0,2014,Educación,195094.4
7.0,2014,Inversiones de carácter general,473183.3
7.0,2014,Mantenimiento urbano,469447.34
7.0,2014,Protección Civil y seguridad ciudadana,663154.92
7.0,2014,Protección y promoción social,672045.76
7.0,2014,Salud pública,228679.6
7.0,2014,"Tráfico, estacionamiento y transporte público",84155.78
7.0,2014,Urbanismo,14663510.3
7.0,2015,Cultura,71241.46
7.0,2015,"Deportes, juventud y esparcimiento",62884.16
7.0,2015,Educación,420647.38
7.0,2015,Inversiones de carácter general,343129.34
7.0,2015,Medio ambiente,61099.0
7.0,2015,Otros bienes públicos de carácter social,3862.48
7.0,2015,Protección Civil y seguridad ciudadana,98376.82
7.0,2015,Protección y promoción social,509128.3
7.0,2015,Salud pública,268892.46
7.0,2015,Urbanismo,12555914.46
7.0,2016,Cultura,472716.72
7.0,2016,"Deportes, juventud y esparcimiento",708939.1599999999
7.0,2016,Educación,608703.64
7.0,2016,Infraestructuras,18298.22
7.0,2016,Inversiones de carácter general,3872524.46
7.0,2016,Mantenimiento urbano,364010.92
7.0,2016,Medio ambiente,241652.98
7.0,2016,Otros bienes públicos de carácter social,438047.68
7.0,2016,Protección Civil y seguridad ciudadana,70136.34
7.0,2016,Protección y promoción social,1431996.82
7.0,2016,Urbanismo,47853907.86
7.0,2017,Cultura,101591.62
7.0,2017,"Deportes, juventud y esparcimiento",1329642.4
7.0,2017,Educación,1090661.76
7.0,2017,Infraestructuras,1508123.08
7.0,2017,Inversiones de carácter general,2240843.7800000003
7.0,2017,Mantenimiento urbano,176251.76
7.0,2017,Medio ambiente,646480.74
7.0,2017,Otros bienes públicos de carácter social,2763.64
7.0,2017,Protección y promoción social,531530.34
7.0,2017,Urbanismo,300670.36
7.0,2018,Cultura,200898.82
7.0,2018,"Deportes, juventud y esparcimiento",7616489.58
7.0,2018,Educación,2091440.82
7.0,2018,Infraestructuras,0.0
7.0,2018,Inversiones de carácter general,3998030.08
7.0,2018,Mantenimiento urbano,4752.8
7.0,2018,Medio ambiente,204102.48
7.0,2018,Otros bienes públicos de carácter social,0.0
7.0,2018,Protección Civil y seguridad ciudadana,261136.91999999998
7.0,2018,Protección y promoción social,1228771.42
7.0,2018,Salud pública,100405.8
7.0,2018,Urbanismo,515018.64
7.0,2019,Cultura,570866.3
7.0,2019,"Deportes, juventud y esparcimiento",25248215.08
7.0,2019,Educación,184449.54
7.0,2019,Infraestructuras,63357.72
7.0,2019,Inversiones de carácter general,123216.5
7.0,2019,Mantenimiento urbano,14648.06
7.0,2019,Medio ambiente,1427381.84
7.0,2019,Otros bienes públicos de carácter social,2556706.28
7.0,2019,Protección Civil y seguridad ciudadana,191018.92
7.0,2019,Protección y promoción social,12196228.44
7.0,2019,Salud pública,89785.38
7.0,2019,"Tráfico, estacionamiento y transporte público",0.0
7.0,2019,Urbanismo,617835.24
7.0,2020,Cultura,306569.26
7.0,2020,"Deportes, juventud y esparcimiento",1960790.34
7.0,2020,Educación,527033.72
7.0,2020,Inversiones de carácter general,324520.26
7.0,2020,Mantenimiento urbano,3388495.48
7.0,2020,Medio ambiente,1060153.54
7.0,2020,Otros bienes públicos de carácter social,84965.16
7.0,2020,Protección y promoción social,6618562.36
7.0,2020,Salud pública,45460.58
7.0,2020,Urbanismo,398421.48
7.0,2021,Cultura,891455.68
7.0,2021,"Deportes, juventud y esparcimiento",8080753.44
7.0,2021,Educación,936406.1799999999
7.0,2021,Inversiones de carácter general,1819044.54
7.0,2021,Mantenimiento urbano,6570349.14
7.0,2021,Medio ambiente,855778.06
7.0,2021,Otros bienes públicos de carácter económico,195120.16
7.0,2021,Otros bienes públicos de carácter social,12715.16
7.0,2021,Protección Civil y seguridad ciudadana,1074777.82
7.0,2021,Protección y promoción social,498359.02
7.0,2021,Salud pública,97745.82
7.0,2022,Cultura,643175.56
7.0,2022,"Deportes, juventud y esparcimiento",4772350.94
7.0,2022,Educación,609717.14
7.0,2022,Inversiones de carácter general,392627.36
7.0,2022,Mantenimiento urbano,8988205.14
7.0,2022,Medio ambiente,1452742.1
7.0,2022,Otros bienes públicos de carácter económico,15919.02
7.0,2022,Otros bienes públicos de carácter social,9271.02
7.0,2022,Protección Civil y seguridad ciudadana,2689959.36
7.0,2022,Protección y promoción social,592937.6
7.0,2022,Salud pública,105451.23999999999
7.0,2022,"Tráfico, estacionamiento y transporte público",597802.06
7.0,2022,Urbanismo,0.0
8.0,2012,Cultura,31474.16
8.0,2012,"Deportes, juventud y esparcimiento",518883.44
8.0,2012,Educación,1621333.22
8.0,2012,Inversiones de carácter general,84450.6
8.0,2012,Mantenimiento urbano,2096078.82
8.0,2012,Medio ambiente,3557152.4
8.0,2012,Protección Civil y seguridad ciudadana,196456.38
8.0,2012,Protección y promoción social,320768.92
8.0,2012,"Tráfico, estacionamiento y transporte público",325605.92
8.0,2012,Urbanismo,4819467.1
8.0,2013,Cultura,278382.76
8.0,2013,"Deportes, juventud y esparcimiento",862564.04
8.0,2013,Educación,1861125.88
8.0,2013,Inversiones de carácter general,105542.82
8.0,2013,Mantenimiento urbano,1328274.86
8.0,2013,Medio ambiente,14253023.94
8.0,2013,Protección Civil y seguridad ciudadana,35218.3
8.0,2013,Protección y promoción social,266358.46
8.0,2013,"Tráfico, estacionamiento y transporte público",713066.48
8.0,2013,Urbanismo,17214160.2
8.0,2014,Cultura,646822.7
8.0,2014,"Deportes, juventud y esparcimiento",786935.94
8.0,2014,Educación,1826137.3
8.0,2014,Inversiones de carácter general,261138.86
8.0,2014,Mantenimiento urbano,613099.86
8.0,2014,Medio ambiente,52041501.2
8.0,2014,Protección Civil y seguridad ciudadana,137230.24
8.0,2014,Protección y promoción social,245654.14
8.0,2014,Salud pública,20521.6
8.0,2014,"Tráfico, estacionamiento y transporte público",165062.24
8.0,2014,Urbanismo,11245145.94
8.0,2015,Cultura,316506.62
8.0,2015,"Deportes, juventud y esparcimiento",991069.98
8.0,2015,Educación,1663071.44
8.0,2015,Infraestructuras,1842895.74
8.0,2015,Inversiones de carácter general,213676.54
8.0,2015,Mantenimiento urbano,8347.28
8.0,2015,Medio ambiente,3718011.4
8.0,2015,Otros bienes públicos de carácter social,6588.66
8.0,2015,Protección Civil y seguridad ciudadana,209366.9
8.0,2015,Protección y promoción social,1010916.18
8.0,2015,Salud pública,1998.92
8.0,2015,Urbanismo,3283137.34
8.0,2016,Cultura,597232.06
8.0,2016,"Deportes, juventud y esparcimiento",1574405.74
8.0,2016,Educación,1509540.0
8.0,2016,Infraestructuras,3375630.6
8.0,2016,Inversiones de carácter general,269375.58
8.0,2016,Mantenimiento urbano,359035.4
8.0,2016,Medio ambiente,326114.96
8.0,2016,Otros bienes públicos de carácter social,2488.72
8.0,2016,Protección Civil y seguridad ciudadana,625117.78
8.0,2016,Protección y promoción social,605228.08
8.0,2016,Urbanismo,1362586.24
8.0,2017,Cultura,491111.92
8.0,2017,"Deportes, juventud y esparcimiento",2576663.98
8.0,2017,Educación,1600851.66
8.0,2017,Infraestructuras,165520.58
8.0,2017,Inversiones de carácter general,299046.9
8.0,2017,Mantenimiento urbano,946753.46
8.0,2017,Medio ambiente,75161.56
8.0,2017,Otros bienes públicos de carácter social,128730.04000000001
8.0,2017,Protección Civil y seguridad ciudadana,9391.62
8.0,2017,Protección y promoción social,480841.72
8.0,2017,Salud pública,3814.1
8.0,2017,Urbanismo,1668163.28
8.0,2018,Cultura,2009073.92
8.0,2018,"Deportes, juventud y esparcimiento",8040847.84
8.0,2018,Educación,8749737.68
8.0,2018,Infraestructuras,340382.58
8.0,2018,Inversiones de carácter general,7538.3
8.0,2018,Mantenimiento urbano,1150323.14
8.0,2018,Medio ambiente,2431366.86
8.0,2018,Protección Civil y seguridad ciudadana,102283.96
8.0,2018,Protección y promoción social,1779847.18
8.0,2018,Urbanismo,33618535.58
8.0,2019,Cultura,1873955.64
8.0,2019,"Deportes, juventud y esparcimiento",9121722.98
8.0,2019,Educación,10204531.6
8.0,2019,Infraestructuras,1017994.3400000001
8.0,2019,Inversiones de carácter general,911290.98
8.0,2019,Mantenimiento urbano,2482741.82
8.0,2019,Medio ambiente,374286.08
8.0,2019,Otros bienes públicos de carácter social,50430.04
8.0,2019,Protección Civil y seguridad ciudadana,193755.86
8.0,2019,Protección y promoción social,2263118.2
8.0,2019,Salud pública,96699.64
8.0,2019,Urbanismo,9978414.48
8.0,2020,Cultura,1189861.62
8.0,2020,"Deportes, juventud y esparcimiento",2822309.94
8.0,2020,Educación,167409.7
8.0,2020,Infraestructuras,2901628.84
8.0,2020,Inversiones de carácter general,52124.8
8.0,2020,Mantenimiento urbano,2702654.4
8.0,2020,Medio ambiente,2442417.46
8.0,2020,Otros bienes públicos de carácter social,6894.58
8.0,2020,Protección Civil y seguridad ciudadana,217729.04
8.0,2020,Protección y promoción social,351181.44
8.0,2020,Salud pública,33785.28
8.0,2020,Urbanismo,3892352.16
8.0,2021,Cultura,1603522.6600000001
8.0,2021,"Deportes, juventud y esparcimiento",2707625.64
8.0,2021,Educación,1860425.44
8.0,2021,Infraestructuras,32806592.28
8.0,2021,Inversiones de carácter general,66747.1
8.0,2021,Mantenimiento urbano,8922499.32
8.0,2021,Medio ambiente,4816120.56
8.0,2021,Otros bienes públicos de carácter social,5302475.66
8.0,2021,Protección Civil y seguridad ciudadana,1561217.2
8.0,2021,Protección y promoción social,996436.38
8.0,2021,Salud pública,40789.1
8.0,2021,"Tráfico, estacionamiento y transporte público",383995.02
8.0,2021,Urbanismo,9730940.42
8.0,2022,Cultura,2238057.76
8.0,2022,"Deportes, juventud y esparcimiento",3008804.64
8.0,2022,Educación,1800647.16
8.0,2022,Infraestructuras,43666440.3
8.0,2022,Inversiones de carácter general,284561.06
8.0,2022,Mantenimiento urbano,14281265.52
8.0,2022,Medio ambiente,1683244.08
8.0,2022,Otros bienes públicos de carácter económico,0.0
8.0,2022,Otros bienes públicos de carácter social,1258711.32
8.0,2022,Protección Civil y seguridad ciudadana,3530694.16
8.0,2022,Protección y promoción social,6282443.54
8.0,2022,Salud pública,149841.28
8.0,2022,Urbanismo,20982883.92
9.0,2012,Cultura,234893.94
9.0,2012,"Deportes, juventud y esparcimiento",1357311.9
9.0,2012,Educación,485402.88
9.0,2012,Infraestructuras,16219.8
9.0,2012,Inversiones de carácter general,59861.42
9.0,2012,Mantenimiento urbano,2035624.34
9.0,2012,Medio ambiente,3068.0
9.0,2012,Protección Civil y seguridad ciudadana,18391.34
9.0,2012,Protección y promoción social,1136603.82
9.0,2012,Salud pública,4752.0
9.0,2012,"Tráfico, estacionamiento y transporte público",206094.88
9.0,2012,Urbanismo,1879016.46
9.0,2013,Cultura,15878.78
9.0,2013,"Deportes, juventud y esparcimiento",756577.88
9.0,2013,Educación,513585.84
9.0,2013,Inversiones de carácter general,1137955.2
9.0,2013,Mantenimiento urbano,1669452.78
9.0,2013,Medio ambiente,0.0
9.0,2013,Protección Civil y seguridad ciudadana,34464.6
9.0,2013,Protección y promoción social,160600.38
9.0,2013,Salud pública,43443.4
9.0,2013,"Tráfico, estacionamiento y transporte público",534700.52
9.0,2013,Urbanismo,14997796.58
9.0,2014,Cultura,146077.38
9.0,2014,"Deportes, juventud y esparcimiento",1439220.84
9.0,2014,Educación,518133.1
9.0,2014,Inversiones de carácter general,8280504.5
9.0,2014,Mantenimiento urbano,4653136.38
9.0,2014,Medio ambiente,11895291.84
9.0,2014,Protección Civil y seguridad ciudadana,1859561.86
9.0,2014,Protección y promoción social,396001.1
9.0,2014,Salud pública,225995.92
9.0,2014,"Tráfico, estacionamiento y transporte público",10212.36
9.0,2014,Urbanismo,6659502.86
9.0,2015,Cultura,0.0
9.0,2015,"Deportes, juventud y esparcimiento",3016332.48
9.0,2015,Educación,20930.32
9.0,2015,Infraestructuras,1114051.44
9.0,2015,Inversiones de carácter general,10789274.54
9.0,2015,Mantenimiento urbano,994109.04
9.0,2015,Medio ambiente,11440698.84
9.0,2015,Otros bienes públicos de carácter social,2726.18
9.0,2015,Protección Civil y seguridad ciudadana,2764704.54
9.0,2015,Protección y promoción social,171595.24
9.0,2015,Salud pública,566350.16
9.0,2015,Urbanismo,15021801.94
9.0,2016,Cultura,458736.62
9.0,2016,"Deportes, juventud y esparcimiento",1577283.1
9.0,2016,Educación,406335.54
9.0,2016,Infraestructuras,57407.0
9.0,2016,Inversiones de carácter general,6049484.58
9.0,2016,Mantenimiento urbano,1045079.82
9.0,2016,Medio ambiente,1056457.7
9.0,2016,Otros bienes públicos de carácter social,3434.38
9.0,2016,Protección Civil y seguridad ciudadana,2572918.5
9.0,2016,Protección y promoción social,1351446.56
9.0,2016,Salud pública,268106.02
9.0,2016,"Tráfico, estacionamiento y transporte público",332917.2
9.0,2016,Urbanismo,1521659.24
9.0,2017,Cultura,425054.42
9.0,2017,"Deportes, juventud y esparcimiento",1922435.5
9.0,2017,Educación,1137817.02
9.0,2017,Infraestructuras,1027093.14
9.0,2017,Inversiones de carácter general,3268245.52
9.0,2017,Mantenimiento urbano,219957.74
9.0,2017,Medio ambiente,1634335.48
9.0,2017,Otros bienes públicos de carácter social,6883.74
9.0,2017,Protección Civil y seguridad ciudadana,4049708.92
9.0,2017,Protección y promoción social,313516.94
9.0,2017,Salud pública,94730.56
9.0,2017,"Tráfico, estacionamiento y transporte público",903484.26
9.0,2017,Urbanismo,4382814.9
9.0,2018,Cultura,1315820.88
9.0,2018,"Deportes, juventud y esparcimiento",10677325.38
9.0,2018,Educación,6344379.94
9.0,2018,Infraestructuras,1209014.46
9.0,2018,Inversiones de carácter general,450616.7
9.0,2018,Mantenimiento urbano,775321.76
9.0,2018,Medio ambiente,7752376.1
9.0,2018,Protección Civil y seguridad ciudadana,6591814.5
9.0,2018,Protección y promoción social,1336399.08
9.0,2018,Salud pública,106845.76
9.0,2018,"Tráfico, estacionamiento y transporte público",110213.78
9.0,2018,Urbanismo,18289385.32
9.0,2019,Cultura,1099578.0
9.0,2019,"Deportes, juventud y esparcimiento",32744377.42
9.0,2019,Educación,8010349.28
9.0,2019,Infraestructuras,136291.78
9.0,2019,Inversiones de carácter general,7727758.92
9.0,2019,Mantenimiento urbano,771338.62
9.0,2019,Medio ambiente,7926869.46
9.0,2019,Otros bienes públicos de carácter social,18090.42
9.0,2019,Protección Civil y seguridad ciudadana,9846769.48
9.0,2019,Protección y promoción social,6268708.22
9.0,2019,Salud pública,110647.04
9.0,2019,"Tráfico, estacionamiento y transporte público",201702.24
9.0,2019,Urbanismo,3064266.58
9.0,2020,Cultura,445923.58
9.0,2020,"Deportes, juventud y esparcimiento",14299735.88
9.0,2020,Educación,1520934.18
9.0,2020,Infraestructuras,1326880.02
9.0,2020,Inversiones de carácter general,4663227.52
9.0,2020,Mantenimiento urbano,131330.5
9.0,2020,Medio ambiente,7947348.78
9.0,2020,Otros bienes públicos de carácter social,7792.4
9.0,2020,Protección Civil y seguridad ciudadana,10813117.06
9.0,2020,Protección y promoción social,10327887.38
9.0,2020,Salud pública,298564.04
9.0,2020,Urbanismo,565499.2
9.0,2021,Cultura,1755915.8
9.0,2021,"Deportes, juventud y esparcimiento",4862815.56
9.0,2021,Educación,4324083.28
9.0,2021,Infraestructuras,321135.86
9.0,2021,Inversiones de carácter general,3705595.06
9.0,2021,Mantenimiento urbano,9265518.4
9.0,2021,Medio ambiente,2043733.34
9.0,2021,Otros bienes públicos de carácter social,1674.64
9.0,2021,Protección Civil y seguridad ciudadana,8189542.04
9.0,2021,Protección y promoción social,3433329.72
9.0,2021,Salud pública,240033.48
9.0,2021,Urbanismo,62589454.72
9.0,2022,Cultura,2055287.68
9.0,2022,"Deportes, juventud y esparcimiento",10493829.78
9.0,2022,Educación,1433850.06
9.0,2022,Infraestructuras,168081.82
9.0,2022,Inversiones de carácter general,5181814.04
9.0,2022,Mantenimiento urbano,16750838.52
9.0,2022,Medio ambiente,4180144.36
9.0,2022,Otros bienes públicos de carácter económico,45142.0
9.0,2022,Otros bienes públicos de carácter social,9104.04
9.0,2022,Protección Civil y seguridad ciudadana,9155641.92
9.0,2022,Protección y promoción social,934959.08
9.0,2022,Salud pública,114804.56
9.0,2022,Sectores productivos,188626.34
9.0,2022,"Tráfico, estacionamiento y transporte público",169225.02
9.0,2022,Urbanismo,23239744.28
10.0,2012,Cultura,422556.86
10.0,2012,"Deportes, juventud y esparcimiento",6902757.2
10.0,2012,Educación,1392153.48
10.0,2012,Inversiones de carácter general,131876.32
10.0,2012,Mantenimiento urbano,3195608.72
10.0,2012,Protección Civil y seguridad ciudadana,0.0
10.0,2012,Protección y promoción social,862439.12
10.0,2012,"Tráfico, estacionamiento y transporte público",400395.24
10.0,2012,Urbanismo,18421551.78
10.0,2013,Cultura,725610.9
10.0,2013,"Deportes, juventud y esparcimiento",1103799.9
10.0,2013,Educación,1399868.28
10.0,2013,Inversiones de carácter general,147843.22
10.0,2013,Mantenimiento urbano,2281745.74
10.0,2013,Protección Civil y seguridad ciudadana,3550.16
10.0,2013,Protección y promoción social,288576.96
10.0,2013,Salud pública,81633.14
10.0,2013,"Tráfico, estacionamiento y transporte público",304312.94
10.0,2013,Urbanismo,3768532.06
10.0,2014,Cultura,2706323.42
10.0,2014,"Deportes, juventud y esparcimiento",10530283.68
10.0,2014,Educación,1403802.82
10.0,2014,Inversiones de carácter general,163093.9
10.0,2014,Mantenimiento urbano,1190033.98
10.0,2014,Protección Civil y seguridad ciudadana,155714.98
10.0,2014,Protección y promoción social,748714.1
10.0,2014,Salud pública,131351.34
10.0,2014,"Tráfico, estacionamiento y transporte público",32086.16
10.0,2014,Urbanismo,8729263.74
10.0,2015,Cultura,499877.14
10.0,2015,"Deportes, juventud y esparcimiento",11695134.42
10.0,2015,Educación,1314040.26
10.0,2015,Infraestructuras,1829.46
10.0,2015,Inversiones de carácter general,466094.8
10.0,2015,Mantenimiento urbano,373782.68
10.0,2015,Medio ambiente,151223.22
10.0,2015,Otros bienes públicos de carácter social,6588.66
10.0,2015,Protección Civil y seguridad ciudadana,592503.02
10.0,2015,Protección y promoción social,1817485.28
10.0,2015,Salud pública,291932.32
10.0,2015,Urbanismo,833187.86
10.0,2016,Cultura,908266.06
10.0,2016,"Deportes, juventud y esparcimiento",15541527.98
10.0,2016,Educación,2898185.02
10.0,2016,Infraestructuras,0.0
10.0,2016,Inversiones de carácter general,255902.46
10.0,2016,Mantenimiento urbano,169602.06
10.0,2016,Medio ambiente,39490.04
10.0,2016,Otros bienes públicos de carácter social,254.82
10.0,2016,Protección Civil y seguridad ciudadana,1558717.58
10.0,2016,Protección y promoción social,2003829.1
10.0,2016,Salud pública,139556.14
10.0,2016,Urbanismo,3327431.72
10.0,2017,Cultura,42279.02
10.0,2017,"Deportes, juventud y esparcimiento",5545845.26
10.0,2017,Educación,3843486.36
10.0,2017,Infraestructuras,1745966.48
10.0,2017,Inversiones de carácter general,403829.8
10.0,2017,Mantenimiento urbano,324606.4
10.0,2017,Medio ambiente,2347956.3
10.0,2017,Otros bienes públicos de carácter social,2494.54
10.0,2017,Protección Civil y seguridad ciudadana,564073.92
10.0,2017,Protección y promoción social,2277639.56
10.0,2017,Salud pública,733339.8
10.0,2017,Urbanismo,592636.8
10.0,2018,Cultura,2325590.88
10.0,2018,"Deportes, juventud y esparcimiento",12653153.72
10.0,2018,Educación,4285108.48
10.0,2018,Inversiones de carácter general,751671.22
10.0,2018,Mantenimiento urbano,1008656.02
10.0,2018,Medio ambiente,40773.98
10.0,2018,Protección Civil y seguridad ciudadana,1375211.24
10.0,2018,Protección y promoción social,2402305.22
10.0,2018,Salud pública,203067.94
10.0,2018,Urbanismo,2536810.02
10.0,2019,Cultura,3338618.52
10.0,2019,"Deportes, juventud y esparcimiento",21580951.32
10.0,2019,Educación,2198133.6
10.0,2019,Infraestructuras,0.0
10.0,2019,Inversiones de carácter general,1289845.52
10.0,2019,Mantenimiento urbano,295263.46
10.0,2019,Medio ambiente,26676.38
10.0,2019,Otros bienes públicos de carácter social,18661.04
10.0,2019,Protección Civil y seguridad ciudadana,1804911.94
10.0,2019,Protección y promoción social,3074183.5
10.0,2019,Salud pública,305192.96
10.0,2019,"Tráfico, estacionamiento y transporte público",22945.5
10.0,2019,Urbanismo,413637.1
10.0,2020,Cultura,59186.9
10.0,2020,"Deportes, juventud y esparcimiento",18966980.26
10.0,2020,Educación,1856688.94
10.0,2020,Infraestructuras,1081153.96
10.0,2020,Inversiones de carácter general,116632.46
10.0,2020,Mantenimiento urbano,12827.48
10.0,2020,Medio ambiente,1424462.72
10.0,2020,Otros bienes públicos de carácter social,1437.48
10.0,2020,Protección Civil y seguridad ciudadana,6669658.800000001
10.0,2020,Protección y promoción social,6732798.34
10.0,2020,Salud pública,592506.8
10.0,2020,Urbanismo,387223.14
10.0,2021,Cultura,834853.0
10.0,2021,"Deportes, juventud y esparcimiento",3338944.92
10.0,2021,Educación,1961084.66
10.0,2021,Infraestructuras,8104960.82
