Número de Viviendas;Promoción;CODDIS;Distrito ;Año;Consecución
26;ISLA DE LONG;9;Moncloa - Aravaca;2006;Promociones construidas por la EMVS
40;SAN PABLO V (PARCELA R.1.2 DEL E.D.);13;Puente de Vallecas;2006;Promociones construidas por la EMVS
36;CIUDAD PEGASO;20;San Blas - Canillejas;2006;Promociones construidas por la EMVS
78;COLONIA FIN DE SEMANA I;20;San Blas - Canillejas;2006;Promociones construidas por la EMVS
9;OTEIZA, 43-45;12;Usera;2006;Promociones construidas por la EMVS
146;PRADOLONGO II;12;Usera;2006;Promociones construidas por la EMVS
52;SAN CRISTOBAL DE LOS ANGELES;17;Villaverde;2006;Promociones construidas por la EMVS
160;EL AGUILA-ALCATEL P-14;2;Arganzuela;2007;Promociones construidas por la EMVS
88;CARABANCHEL ENS. 16 (1.23.1);11;Carabanchel;2007;Promociones construidas por la EMVS
168;CARABANCHEL ENSANCHE 31 (4.8.3);11;Carabanchel;2007;Promociones construidas por la EMVS
106;CARABANCHEL ENS. 19 (1.34.03);11;Carabanchel;2007;Promociones construidas por la EMVS
170;SANCHINARRO 12 (TR-11);16;Hortaleza;2007;Promociones construidas por la EMVS
70;SAN PABLO IV (PARCELA R.1.3 DEL E.D.);13;Puente de Vallecas;2007;Promociones construidas por la EMVS
22;AVENIDA DE PAMPLONA P-3;6;Tetuán;2007;Promociones construidas por la EMVS
131;VALLECAS ENSANCHE 01 (1.29);18;Villa de Vallecas;2007;Promociones construidas por la EMVS
80;VALLECAS ENSANCHE 12 (1.37-B-C);18;Villa de Vallecas;2007;Promociones construidas por la EMVS
80;VALLECAS ENSANCHE 18 (1.11.D);18;Villa de Vallecas;2007;Promociones construidas por la EMVS
148;VALLECAS ENSANCHE 25 (6.26 A Y D);18;Villa de Vallecas;2007;Promociones construidas por la EMVS
87;CARABANCHEL ENS. 07 (4.08.01);11;Carabanchel;2008;Promociones construidas por la EMVS
141;CARABANCHEL ENS. 11 (3.13);11;Carabanchel;2008;Promociones construidas por la EMVS
30;CARABANCHEL ENSANCHE 32 (4.8.4.A);11;Carabanchel;2008;Promociones construidas por la EMVS
3;SOMBRERETE, 14 (Nueva planta);1;Centro;2008;Promociones construidas por la EMVS
125;SANCHINARRO 08 (TR-28-A);16;Hortaleza;2008;Promociones construidas por la EMVS
126;SANCHINARRO 13 (TRC.15.B);16;Hortaleza;2008;Promociones construidas por la EMVS
51;SAN FRANCISCO JAVIER III (PARCELA 3.1);13;Puente de Vallecas;2008;Promociones construidas por la EMVS
51;SAN FRANCISCO JAVIER IV (PARCELA 3.2);13;Puente de Vallecas;2008;Promociones construidas por la EMVS
75;ADELFAS (PARCELA 7 B);3;Retiro;2008;Promociones construidas por la EMVS
147;PRADOLONGO I;12;Usera;2008;Promociones construidas por la EMVS
132;VALLECAS ENSANCHE 02 (1.34);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
156;VALLECAS ENSANCHE 03 (1.35);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
127;VALLECAS ENSANCHE 04 (1.65);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
143;VALLECAS ENSANCHE 08 (1.43);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
140;VALLECAS ENSANCHE 09 (1.44);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
68;VALLECAS ENSANCHE 10 (1.36-A-B);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
154;VALLECAS ENSANCHE 14 (1.11-A Y B);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
65;VALLECAS ENSANCHE 15 (1.17-D);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
62;VALLECAS ENSANCHE 16 (1.37 A Y D);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
60;VALLECAS ENSANCHE 17 (1.17.B);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
80;VALLECAS ENSANCHE 19 (4.22.C);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
40;VALLECAS ENSANCHE 21 (2.54 C);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
49;VALLECAS ENSANCHE 22 (2.104 C);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
40;VALLECAS ENSANCHE 24 (6.14.D);18;Villa de Vallecas;2008;Promociones construidas por la EMVS
82;MENDEZ ALVARO NORTE 1 (P. A-D);2;Arganzuela;2009;Promociones construidas por la EMVS
41;PASEO DE LOS OLMOS II;2;Arganzuela;2009;Promociones construidas por la EMVS
82;CARABANCHEL ENS. 17 (1.34.1);11;Carabanchel;2009;Promociones construidas por la EMVS
118;CARABANCHEL ENS. 27 (2.6.5);11;Carabanchel;2009;Promociones construidas por la EMVS
7;AMPARO, 34 (Nueva planta);1;Centro;2009;Edificios rehabilitados integralmente
8;MESON DE PAREDES, 41 (Nueva planta);1;Centro;2009;Promociones construidas por la EMVS
7;OLMO, 8;1;Centro;2009;Edificios rehabilitados integralmente
17;EMBAJADORES ANTRACITA;1;Centro;2009;Promociones construidas por la EMVS
10;HORTALEZA 76;1;Centro;2009;Promociones construidas por la EMVS
49;LAS TABLAS (A5.2);8;Fuencarral - El Pardo;2009;Edificios rehabilitados integralmente
9;ISLA DE FORMOSA;8;Fuencarral - El Pardo;2009;Promociones construidas por la EMVS
46;ADELFAS II (PARCELA 7.C);3;Retiro;2009;Promociones construidas por la EMVS
33;MARGARITAS, 52 (ALOJ.TEMP)(N.P;6;Tetuán;2009;Promociones construidas por la EMVS
166;VALLECAS ENSANCHE 05 (1.66);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
35;VALLECAS ENSANCHE 11 (1.31-D);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
58;VALLECAS ENSANCHE 13 (2.86-C);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
23;VALLECAS ENSANCHE 26 (6.52L) UNIFAM.;18;Villa de Vallecas;2009;Promociones construidas por la EMVS
44;VALLECAS ENSANCHE 28 (5.19 A);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
10;SAREB;;;;Viviendas compradas o cedidas
37;VALLECAS ENSANCHE 31 (5.19 D);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
57;VALLECAS ENSANCHE 35 (2.105 A);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
123;VALLECAS ENSANCHE 51 (4.8);18;Villa de Vallecas;2009;Promociones construidas por la EMVS
128;VIRGEN DEL ROSARIO 2;18;Villa de Vallecas;2009;Promociones construidas por la EMVS
14;URANIO, 7 Y 9;17;Villaverde;2009;Promociones construidas por la EMVS
45;MARTIN DE VARGAS, 4 (ATJ);2;Arganzuela;2010;Promociones construidas por la EMVS
18;CARABANCHEL ENS. 24 (1.9.10.A);11;Carabanchel;2010;Promociones construidas por la EMVS
61;CARABANCHEL ENS. 25 (1.9.10.B);11;Carabanchel;2010;Promociones construidas por la EMVS
22;PLAZA GENERAL VARA DEL REY, 12;1;Centro;2010;Promociones construidas por la EMVS
4;TRES PECES, 11;1;Centro;2010;Edificios rehabilitados integralmente
39;TRIBULETE, 10-SOMBRERETE, 11;1;Centro;2010;Edificios rehabilitados integralmente
6;ALMENDRO, 7;1;Centro;2010;Promociones construidas por la EMVS
7;OLMO, 21 (Nueva planta);1;Centro;2010;Promociones construidas por la EMVS
33;AVENIDA DE PAMPLONA P-2;6;Tetuán;2010;Promociones construidas por la EMVS
132;VALLECAS ENSANCHE 20 (5.16);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
38;VALLECAS ENSANCHE 30 (5.19 C);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
64;VALLECAS ENSANCHE 37 (2.86 D);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
145;VALLECAS ENSANCHE 46 (1.61.C-D);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
41;VALLECAS ENSANCHE 48 (5.34-D);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
77;VALLECAS ENSANCHE 49 (5.35-C);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
41;VALLECAS ENSANCHE 54 (2.77 B);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
132;VALLECAS ENSANCHE 57 (3.6.B);18;Villa de Vallecas;2010;Promociones construidas por la EMVS
4;ALBINO HERNANDEZ LAZARO,15;17;Villaverde;2010;Promociones construidas por la EMVS
52;MENDEZ ALVARO NORTE 2 (P. A-E);2;Arganzuela;2011;Promociones construidas por la EMVS
48;CARABANCHEL ENS. 23 (2.8.4.2);11;Carabanchel;2011;Promociones construidas por la EMVS
101;CARABANCHEL ENS. 26 (1.9.11);11;Carabanchel;2011;Promociones construidas por la EMVS
17;TRIBULETE, 19;1;Centro;2011;Promociones construidas por la EMVS
32;SAN FERMIN OESTE. PAR. 13;12;Usera;2011;Promociones construidas por la EMVS
97;VALLECAS ENSANCHE 23 (6.11);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
124;VALLECAS ENSANCHE 32 (2.65);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
56;VALLECAS ENSANCHE 36 (2.105 B);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
45;VALLECAS ENSANCHE 38 (2.105 D);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
300;VALLECAS ENSANCHE 50 (3.7 B-C-D);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
20;VALLECAS ENSANCHE 53 (6.38-A) UNIFAM.;18;Villa de Vallecas;2011;Promociones construidas por la EMVS
42;VALLECAS ENSANCHE 65 (3.12.D);18;Villa de Vallecas;2011;Promociones construidas por la EMVS
20;EL AGUILA-ALCATEL P-J (C/ MENDEZ ALVARO);2;Arganzuela;2012;Promociones construidas por la EMVS
110;BARAJAS ENSANCHE 1 (CPO 1);21;Barajas;2012;Promociones construidas por la EMVS
108;BARAJAS ENSANCHE 2 (CPO 2);21;Barajas;2012;Promociones construidas por la EMVS
42;BARAJAS ENSANCHE 3 (CPO 3);21;Barajas;2012;Promociones construidas por la EMVS
25;CARABANCHEL ENSANCHE 34 (4.5.2.C);11;Carabanchel;2012;Promociones construidas por la EMVS
15;AMPARO, 17-19-21;1;Centro;2012;Promociones construidas por la EMVS
60;SAN PABLO VI (PARCELA R.1.1 DEL E.D.);13;Puente de Vallecas;2012;Promociones construidas por la EMVS
31;SICILIA III;13;Puente de Vallecas;2012;Promociones construidas por la EMVS
144;VIRGEN DE LA ENCINA;12;Usera;2012;Promociones construidas por la EMVS
39;VALLECAS ENSANCHE 29 (5.19 B);18;Villa de Vallecas;2012;Promociones construidas por la EMVS
165;VALLECAS ENSANCHE 34 (2.119);18;Villa de Vallecas;2012;Promociones construidas por la EMVS
42;VALLECAS ENSANCHE 43 (3.12.C);18;Villa de Vallecas;2012;Promociones construidas por la EMVS
46;VALLECAS ENSANCHE 47 (1.9-A);18;Villa de Vallecas;2012;Promociones construidas por la EMVS
46;VALLECAS ENSANCHE 56 (2.88 C);18;Villa de Vallecas;2012;Promociones construidas por la EMVS
120;BARAJAS ENSANCHE 4 (CPT 1);21;Barajas;2013;Promociones construidas por la EMVS
91;SAN FRANCISCO JAVIER VII (PARCELA 1);13;Puente de Vallecas;2013;Edificios rehabilitados integralmente
107;VALLECAS ENSANCHE 67 (1.20.D);18;Villa de Vallecas;2013;Promociones construidas por la EMVS
60;VALLECAS ENSANCHE 68 (2.105.C);18;Villa de Vallecas;2013;Promociones construidas por la EMVS
163;VALLECAS ENSANCHE 69 (1.30 ABC);18;Villa de Vallecas;2013;Promociones construidas por la EMVS
90;VICALVARO LA CATALANA 3 (RC 1.A);19;Vicálvaro;2013;Promociones construidas por la EMVS
174;ARROYO BUTARQUE (RC-11);17;Villaverde;2013;Promociones construidas por la EMVS
137;ARROYO BUTARQUE (RC-12);17;Villaverde;2013;Promociones construidas por la EMVS
191;ARROYO BUTARQUE (RC-13);17;Villaverde;2013;Promociones construidas por la EMVS
50;SAN FRANCISCO JAVIER V (5.1 FASE 1);13;Puente de Vallecas;2014;Promociones construidas por la EMVS
75;VALLECAS ENSANCHE 70 (1.17.C);18;Villa de Vallecas;2014;Promociones construidas por la EMVS
78;VALLECAS ENSANCHE 66 (1.20.A);18;Villa de Vallecas;2014;Promociones construidas por la EMVS
148;CARABANCHEL ENS. 21 (6.5.A);11;Carabanchel;2015;Promociones construidas por la EMVS
53;LOS OLIVOS (FASE 1. NUEVA EDIFICACION);10;Latina;2015;Promociones construidas por la EMVS
25;CARABANCHEL ENSANCHE 34 FASE II;11;Carabanchel;2019;Promociones construidas por la EMVS
87;LOS OLIVOS (FASE 2. NUEVA EDIFICACION);10;Latina;2019;Promociones construidas por la EMVS
44;SICILIA II;13;Puente de Vallecas;2019;Promociones construidas por la EMVS
9;SIERRA TOLEDANA 1 (A-7);13;Puente de Vallecas;2019;Promociones construidas por la EMVS
19;SIERRA TOLEDANA 2 (D-4);13;Puente de Vallecas;2019;Promociones construidas por la EMVS
72;VALLECAS ENSANCHE 27 (6.25 D);18;Villa de Vallecas;2019;Promociones construidas por la EMVS
85;MENDEZ ALVARO NORTE 3 (P. A-F);2;Arganzuela;2020;Promociones construidas por la EMVS
87;NTRA.SRA.DE LOS ANGELES 11 (11.2);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
100;NTRA.SRA.DE LOS ANGELES 6 (9.1);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
112;NTRA.SRA.DE LOS ANGELES 9 (10.2);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
101;NUESTRA SRA. DE LOS ANGELES 01 (6.1);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
41;SAN FRANCISCO JAVIER v (Fase II);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
61;SIERRA TOLEDANA 4 (E-1);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
15;SIERRA TOLEDANA 5 (G-4-5);13;Puente de Vallecas;2020;Promociones construidas por la EMVS
10;TRES PECES,9;1;Centro;2021;Edificios rehabilitados integralmente
13;EMBAJADORES, 39;1;Centro;;Edificios rehabilitados integralmente
5;TOLEDO 91;1;Centro;;Edificios rehabilitados integralmente
6;TORRECILLA DEL LEAL,17;1;Centro;;Edificios rehabilitados integralmente
20;MELENDEZ VALDES, 24;7;Chamberí;;Edificios rehabilitados integralmente
131;LAS TABLAS (A3);8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
87;LAS TABLAS (B-9)(COGESA);8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
131;LAS TABLAS A-2;8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
60;MONTECARMELO (26.7);8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
76;MONTECARMELO (31.1);8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
46;MONTECARMELO I (PARC. 25,6);8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
3;VEREDA DE GANAPANES P-10;8;Fuencarral - El Pardo;;Edificios rehabilitados integralmente
162;DULCE NOMBRE MARIA PARCELA A;13;Puente de Vallecas;;Edificios rehabilitados integralmente
70;PASEO DE LA DIRECCION 02;6;Tetuán;;Edificios rehabilitados integralmente
114;PASEO DE LA DIRECCIÓN, 283-287 (B7);6;Tetuán;;Edificios rehabilitados integralmente
139;VALLECAS ENSANCHE 07 (1.42) SUNRISE;18;Villa de Vallecas;;Edificios rehabilitados integralmente
18;PATERNA,41-45 BLQ.810 (Regen Link);17;Villaverde;;Edificios rehabilitados integralmente
2;SAN CRISTOBAL DE LOS ANGELES (BLOQUE451);17;Villaverde;;Edificios rehabilitados integralmente
21;SAN CRISTOBAL DE LOS ANGELES(BLOQUE 213);17;Villaverde;;Edificios rehabilitados integralmente
6;SAN CRISTOBAL DE LOS ANGELES(BLOQUE 452);17;Villaverde;;Edificios rehabilitados integralmente
20;SAN CRISTOBAL DE LOS ANGELES(BLOQUE 454);17;Villaverde;;Edificios rehabilitados integralmente
151;VIV. ADQUIRIDAS MERCADO SECUNDARIO;;;;Viviendas compradas o cedidas
89;VIV.ADQUIR. MERCADO SECUNDARIO (CRPM);;;;Viviendas compradas o cedidas
224;VIV.ADQUIR. MERCADO SECUNDARIO (EMVS);;;;Viviendas compradas o cedidas
3;VIVIENDAS DERECHO TANTEO - PLAN 18000;;;;Viviendas compradas o cedidas
16;SAN CRISTOBAL DE LOS ANGELES(BLOQUE 542);17;Villaverde;;Edificios rehabilitados integralmente
159;CARABANCHEL 29;11;Carabanchel;2022;Promociones construidas por la EMVS
71;LA ROSILLA 4;18;Villa de Vallecas;2022;Promociones construidas por la EMVS
